"organisation_name"	"LAU_comb"	"organisation_latitude"	"organisation_longitude"	"year"	"sector"	"polygon_area"	"CoM_emis"	"EDGAR_emis"	"organisation_id"	"lau_population_2019_elab"	"population_adhesion"	"country_code.x"	"country_code.y"	"population"	"population2"	"population3"	"country"
"Genova"	"IT10025"	44.4112014770508	8.93258953094482	2016	"RCO"	240.151122302968	731016.807	459942.21875	"12054"	"578000"	661887	"it"	"it"	661887	661887	661887	"it"
"Genova"	"IT10025"	44.4112014770508	8.93258953094482	2016	"TRO_noRES"	240.151122302968	290875.72	259697.640625	"12054"	"578000"	661887	"it"	"it"	661887	661887	661887	"it"
"Monza"	"IT108033"	45.5845985412598	9.27390003204346	2005	"RCO"	32.521864618497	189614.97462	224036.796875	"11985"	"123397"	120204	"it"	"it"	120204	120204	120204	"it"
"Monza"	"IT108033"	45.5845985412598	9.27390003204346	2005	"TRO_noRES"	32.521864618497	85666.7471	101837.7421875	"11985"	"123397"	120204	"it"	"it"	120204	120204	120204	"it"
"Monza"	"IT108033"	45.5845985412598	9.27390003204346	2008	"RCO"	32.521864618497	193757.1565413	193967.578125	"11985"	"123397"	120204	"it"	"it"	120204	120204	120204	"it"
"Monza"	"IT108033"	45.5845985412598	9.27390003204346	2008	"TRO_noRES"	32.521864618497	82748.475492646	97844.515625	"11985"	"123397"	120204	"it"	"it"	120204	120204	120204	"it"
"Andria"	"IT110001"	41.2274208068848	16.2953701019287	2010	"RCO"	399.310827619043	214855.788	91815.0625	"14468"	"99671"	100217	"it"	"it"	100217	100217	100217	"it"
"Barletta"	"IT110002"	41.3196983337402	16.280740737915	2010	"TRO_noRES"	149.000898577712	4034.68	66616.59375	"14667"	"94564"	94603	"it"	"it"	94603	94603	94603	"it"
"Barletta"	"IT110002"	41.3196983337402	16.280740737915	2010	"RCO"	149.000898577712	9087.72	98631.2421875	"14667"	"94564"	94603	"it"	"it"	94603	94603	94603	"it"
"Trani"	"IT110009"	41.2741012573242	16.4179000854492	2011	"RCO"	102.423826851181	102049.3306	65538.890625	"14463"	"55851"	53950	"it"	"it"	53950	53950	53950	"it"
"Trani"	"IT110009"	41.2741012573242	16.4179000854492	2011	"TRO_noRES"	102.423826851181	2164.75	47756.88671875	"14463"	"55851"	53950	"it"	"it"	53950	53950	53950	"it"
"La Spezia"	"IT11015"	44.1067008972168	9.82921981811523	2007	"RCO"	52.1027138623189	80704.5206	55670.0625	"14485"	"93229"	95303	"it"	"it"	95303	95303	95303	"it"
"La Spezia"	"IT11015"	44.1067008972168	9.82921981811523	2007	"TRO_noRES"	52.1027138623189	90934.345	43173.21484375	"14485"	"93229"	95303	"it"	"it"	95303	95303	95303	"it"
"La Spezia"	"IT11015"	44.1067008972168	9.82921981811523	2013	"RCO"	52.1027138623189	76076.323	58269.421875	"14485"	"93229"	95303	"it"	"it"	95303	95303	95303	"it"
"La Spezia"	"IT11015"	44.1067008972168	9.82921981811523	2013	"TRO_noRES"	52.1027138623189	77855.206	35880.375	"14485"	"93229"	95303	"it"	"it"	95303	95303	95303	"it"
"Gallarate"	"IT12070"	45.6657409667969	8.78792953491211	2010	"RCO"	20.960995458839	106227.7846841	49511.9609375	"15743"	"53339"	51751	"it"	"it"	51751	51751	51751	"it"
"Gallarate"	"IT12070"	45.6657409667969	8.78792953491211	2010	"TRO_noRES"	20.960995458839	44410.2480822	24866.08203125	"15743"	"53339"	51751	"it"	"it"	51751	51751	51751	"it"
"Rivoli"	"IT1219"	45.0707397460938	7.53388977050781	2000	"TRO_noRES"	29.3657762945061	118340.526	57001.87890625	"14900"	"48542"	49683	"it"	"it"	49683	49683	49683	"it"
"Rivoli"	"IT1219"	45.0707397460938	7.53388977050781	2000	"RCO"	29.3657762945061	95527.214	71507.5	"14900"	"48542"	49683	"it"	"it"	49683	49683	49683	"it"
"Torino"	"IT1272"	45.0733985900879	7.68176984786987	2005	"RCO"	130.294730231845	1472678.843	1059966.375	"11840"	"875698"	910504	"it"	"it"	910504	910504	910504	"it"
"Torino"	"IT1272"	45.0733985900879	7.68176984786987	2005	"TRO_noRES"	130.294730231845	720073.594	267920.84375	"11840"	"875698"	910504	"it"	"it"	910504	910504	910504	"it"
"Torino"	"IT1272"	45.0733985900879	7.68176984786987	2014	"RCO"	130.294730231845	1215480.054	738660.25	"11840"	"875698"	910504	"it"	"it"	910504	910504	910504	"it"
"Torino"	"IT1272"	45.0733985900879	7.68176984786987	2014	"TRO_noRES"	130.294730231845	699203.843	237671.578125	"11840"	"875698"	910504	"it"	"it"	910504	910504	910504	"it"
"Torino"	"IT1272"	45.0733985900879	7.68176984786987	2017	"RCO"	130.294730231845	855638.802	813689.9375	"11840"	"875698"	910504	"it"	"it"	910504	910504	910504	"it"
"Torino"	"IT1272"	45.0733985900879	7.68176984786987	2017	"TRO_noRES"	130.294730231845	684049.21	220027.984375	"11840"	"875698"	910504	"it"	"it"	910504	910504	910504	"it"
"Cinisello Balsamo"	"IT15077"	45.5578994750977	9.21278953552246	2005	"RCO"	12.6006716351149	154319.47714	107987.921875	"11974"	"75581"	72050	"it"	"it"	72050	72050	72050	"it"
"Cinisello Balsamo"	"IT15077"	45.5578994750977	9.21278953552246	2005	"TRO_noRES"	12.6006716351149	51784.35435	45772.95703125	"11974"	"75581"	72050	"it"	"it"	72050	72050	72050	"it"
"Cinisello Balsamo"	"IT15077"	45.5578994750977	9.21278953552246	2015	"TRO_noRES"	12.6006716351149	49985.83954	40136.9140625	"11974"	"75581"	72050	"it"	"it"	72050	72050	72050	"it"
"Cinisello Balsamo"	"IT15077"	45.5578994750977	9.21278953552246	2015	"RCO"	12.6006716351149	77310.32669	80545.0703125	"11974"	"75581"	72050	"it"	"it"	72050	72050	72050	"it"
"Legnano"	"IT15118"	45.5949096679688	8.91853046417236	2006	"RCO"	17.81272961358	113518.55426	36532.0859375	"19324"	"60481"	60269	"it"	"it"	60269	60269	60269	"it"
"Legnano"	"IT15118"	45.5949096679688	8.91853046417236	2006	"TRO_noRES"	17.81272961358	37224.4951	17240.728515625	"19324"	"60481"	60269	"it"	"it"	60269	60269	60269	"it"
"Milano"	"IT15146"	45.4668006896973	9.19030952453613	2005	"TRO_noRES"	181.55196180017	1033233.602	502165.21875	"11832"	"1378689"	1352000	"it"	"it"	1352000	1352000	1352000	"it"
"Milano"	"IT15146"	45.4668006896973	9.19030952453613	2005	"RCO"	181.55196180017	2978340.361	1572478.375	"11832"	"1378689"	1352000	"it"	"it"	1352000	1352000	1352000	"it"
"Milano"	"IT15146"	45.4668006896973	9.19030952453613	2013	"RCO"	181.55196180017	2784695.634	1278962.125	"11832"	"1378689"	1352000	"it"	"it"	1352000	1352000	1352000	"it"
"Milano"	"IT15146"	45.4668006896973	9.19030952453613	2013	"TRO_noRES"	181.55196180017	844619.555	425988.4375	"11832"	"1378689"	1352000	"it"	"it"	1352000	1352000	1352000	"it"
"Rho"	"IT15182"	45.5286712646484	9.0401496887207	2005	"TRO_noRES"	22.1316178945235	35795.1952	55676.76953125	"15586"	"50602"	50686	"it"	"it"	50686	50686	50686	"it"
"Rho"	"IT15182"	45.5286712646484	9.0401496887207	2005	"RCO"	22.1316178945235	60084.396	72563.3828125	"15586"	"50602"	50686	"it"	"it"	50686	50686	50686	"it"
"Rho"	"IT15182"	45.5286712646484	9.0401496887207	2015	"TRO_noRES"	22.1316178945235	33247.2228	48346.40234375	"15586"	"50602"	50686	"it"	"it"	50686	50686	50686	"it"
"Rho"	"IT15182"	45.5286712646484	9.0401496887207	2015	"RCO"	22.1316178945235	57627.444	58850.015625	"15586"	"50602"	50686	"it"	"it"	50686	50686	50686	"it"
"Sesto San Giovanni"	"IT15209"	45.3224983215332	9.14340019226074	2005	"RCO"	12.1319522618197	86204.064	104658.8046875	"18858"	"81393"	81490	"it"	"it"	81490	81490	81490	"it"
"Sesto San Giovanni"	"IT15209"	45.3224983215332	9.14340019226074	2005	"TRO_noRES"	12.1319522618197	119545.77	45858.8125	"18858"	"81393"	81490	"it"	"it"	81490	81490	81490	"it"
"Sesto San Giovanni"	"IT15209"	45.3224983215332	9.14340019226074	2012	"TRO_noRES"	12.1319522618197	93322.923	39412.20703125	"18858"	"81393"	81490	"it"	"it"	81490	81490	81490	"it"
"Sesto San Giovanni"	"IT15209"	45.3224983215332	9.14340019226074	2012	"RCO"	12.1319522618197	63706.295	84953.8046875	"18858"	"81393"	81490	"it"	"it"	81490	81490	81490	"it"
"Brescia"	"IT17029"	10.219287	45.539723	2010	"RCO"	90.3317861657139	167124.00418	229105.6875	"27633"	"-"	198000	"it"	"it"	198000	198000	198000	"it"
"Brescia"	"IT17029"	10.219287	45.539723	2010	"TRO_noRES"	90.3317861657139	142109.61305	123944.125	"27633"	"-"	198000	"it"	"it"	198000	198000	198000	"it"
"Pavia"	"IT18110"	45.1851692199707	9.15946006774902	2005	"TRO_noRES"	63.6239855522729	131444.2341	45749.44140625	"15495"	"73086"	71100	"it"	"it"	71100	71100	71100	"it"
"Pavia"	"IT18110"	45.1851692199707	9.15946006774902	2005	"RCO"	63.6239855522729	209935.4044	54843.81640625	"15495"	"73086"	71100	"it"	"it"	71100	71100	71100	"it"
"Bolzano/Bozen"	"IT21008"	46.499698638916	11.3566999435425	2010	"RCO"	52.168438828697	211833.0172	68958.6640625	"11823"	"107739"	102880	"it"	"it"	102880	102880	102880	"it"
"Bolzano/Bozen"	"IT21008"	46.499698638916	11.3566999435425	2010	"TRO_noRES"	52.168438828697	86791.2449	53999.93359375	"11823"	"107739"	102880	"it"	"it"	102880	102880	102880	"it"
"Bolzano/Bozen"	"IT21008"	46.499698638916	11.3566999435425	2017	"RCO"	52.168438828697	195644.33658	58428.16015625	"11823"	"107739"	102880	"it"	"it"	102880	102880	102880	"it"
"Bolzano/Bozen"	"IT21008"	46.499698638916	11.3566999435425	2017	"TRO_noRES"	52.168438828697	66466.1552	48121.61328125	"11823"	"107739"	102880	"it"	"it"	102880	102880	102880	"it"
"Trento"	"IT22205"	46.0400009155273	11.0729999542236	2006	"RCO"	157.832398764938	307344.5502	143912.4375	"18032"	"118288"	117285	"it"	"it"	117285	117285	117285	"it"
"Trento"	"IT22205"	46.0400009155273	11.0729999542236	2006	"TRO_noRES"	157.832398764938	401915.9931	133130.46875	"18032"	"118288"	117285	"it"	"it"	117285	117285	117285	"it"
"Trento"	"IT22205"	46.0400009155273	11.0729999542236	2013	"TRO_noRES"	157.832398764938	291582.8793	111445.015625	"18032"	"118288"	117285	"it"	"it"	117285	117285	117285	"it"
"Trento"	"IT22205"	46.0400009155273	11.0729999542236	2013	"RCO"	157.832398764938	291206.3946	149892.8125	"18032"	"118288"	117285	"it"	"it"	117285	117285	117285	"it"
"Trento"	"IT22205"	46.0400009155273	11.0729999542236	2017	"TRO_noRES"	157.832398764938	250119.06144	107352.8359375	"18032"	"118288"	117285	"it"	"it"	117285	117285	117285	"it"
"Trento"	"IT22205"	46.0400009155273	11.0729999542236	2017	"RCO"	157.832398764938	264549.69056	141908.34375	"18032"	"118288"	117285	"it"	"it"	117285	117285	117285	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2006	"RCO"	199.828859133596	357380.58854	378544.90625	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2006	"TRO_noRES"	199.828859133596	430576.50704	266076.6875	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2010	"TRO_noRES"	199.828859133596	419462.56538	243341.625	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2010	"RCO"	199.828859133596	351935.18097	393548.28125	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2018	"TRO_noRES"	199.828859133596	455636.37362	226682.390625	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2018	"RCO"	199.828859133596	306855.692	333310.09375	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2014	"TRO_noRES"	199.828859133596	396279.25722	236243.046875	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2014	"RCO"	199.828859133596	260476.97891	302756.34375	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2015	"TRO_noRES"	199.828859133596	417975.48309	232661.640625	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2015	"RCO"	199.828859133596	298136.83379	334409.96875	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2016	"TRO_noRES"	199.828859133596	434425.8357	227264.390625	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2016	"RCO"	199.828859133596	298421.65772	332159.90625	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2017	"TRO_noRES"	199.828859133596	452337.39371	218841.734375	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Verona"	"IT23091"	45.4384002685547	10.9934997558594	2017	"RCO"	199.828859133596	302539.58544	337356.5625	"11841"	"257993"	265085	"it"	"it"	265085	265085	265085	"it"
"Treviso"	"IT26086"	45.6722	12.2422	2006	"TRO_noRES"	55.4663802613389	191069.253	69654.7734375	"14340"	"84999"	84793	"it"	"it"	84793	84793	84793	"it"
"Treviso"	"IT26086"	45.6722	12.2422	2006	"RCO"	55.4663802613389	169557.009	106952.453125	"14340"	"84999"	84793	"it"	"it"	84793	84793	84793	"it"
"Treviso"	"IT26086"	45.6722	12.2422	2015	"TRO_noRES"	55.4663802613389	106353.947	61419.578125	"14340"	"84999"	84793	"it"	"it"	84793	84793	84793	"it"
"Treviso"	"IT26086"	45.6722	12.2422	2015	"RCO"	55.4663802613389	115143.231	102267.4765625	"14340"	"84999"	84793	"it"	"it"	84793	84793	84793	"it"
"Treviso"	"IT26086"	45.6722	12.2422	2017	"TRO_noRES"	55.4663802613389	108483.093	57727.94921875	"14340"	"84999"	84793	"it"	"it"	84793	84793	84793	"it"
"Treviso"	"IT26086"	45.6722	12.2422	2017	"RCO"	55.4663802613389	116883.855	103601.9609375	"14340"	"84999"	84793	"it"	"it"	84793	84793	84793	"it"
"Venezia"	"IT27042"	45.4342994689941	12.3388004302979	2005	"TRO_noRES"	158.888669016373	424350.037	207746.9375	"14385"	"260520"	254850	"it"	"it"	254850	254850	254850	"it"
"Venezia"	"IT27042"	45.4342994689941	12.3388004302979	2005	"RCO"	158.888669016373	586215.369	220502.734375	"14385"	"260520"	254850	"it"	"it"	254850	254850	254850	"it"
"Venezia"	"IT27042"	45.4342994689941	12.3388004302979	2016	"TRO_noRES"	158.888669016373	177871.5029787	177608.8125	"14385"	"260520"	254850	"it"	"it"	254850	254850	254850	"it"
"Venezia"	"IT27042"	45.4342994689941	12.3388004302979	2016	"RCO"	158.888669016373	491199.46598	179377.1875	"14385"	"260520"	254850	"it"	"it"	254850	254850	254850	"it"
"Udine"	"IT30129"	46.0625991821289	13.2348003387451	2006	"RCO"	56.9442600951113	209430.13	103106.1171875	"12573"	"99377"	99071	"it"	"it"	99071	99071	99071	"it"
"Udine"	"IT30129"	46.0625991821289	13.2348003387451	2006	"TRO_noRES"	56.9442600951113	226379.035	83275.0859375	"12573"	"99377"	99071	"it"	"it"	99071	99071	99071	"it"
"Udine"	"IT30129"	46.0625991821289	13.2348003387451	2019	"RCO"	56.9442600951113	169835.075	92514.953125	"12573"	"99377"	99071	"it"	"it"	99071	99071	99071	"it"
"Udine"	"IT30129"	46.0625991821289	13.2348003387451	2019	"TRO_noRES"	56.9442600951113	223191.442	71027.6015625	"12573"	"99377"	99071	"it"	"it"	99071	99071	99071	"it"
"Udine"	"IT30129"	46.0625991821289	13.2348003387451	2015	"RCO"	56.9442600951113	185103.61	95387.2109375	"12573"	"99377"	99071	"it"	"it"	99071	99071	99071	"it"
"Udine"	"IT30129"	46.0625991821289	13.2348003387451	2015	"TRO_noRES"	56.9442600951113	234482.927	72121.6015625	"12573"	"99377"	99071	"it"	"it"	99071	99071	99071	"it"
"Trieste"	"IT32006"	45.6494216918945	13.7684097290039	2001	"TRO_noRES"	85.298821852742	303526.122	88250.1875	"15814"	"204267"	208136	"it"	"it"	208136	208136	208136	"it"
"Trieste"	"IT32006"	45.6494216918945	13.7684097290039	2001	"RCO"	85.298821852742	328880.414	125003.28125	"15814"	"204267"	208136	"it"	"it"	208136	208136	208136	"it"
"Trieste"	"IT32006"	45.6494216918945	13.7684097290039	2013	"TRO_noRES"	85.298821852742	248332.503	77930.3203125	"15814"	"204267"	208136	"it"	"it"	208136	208136	208136	"it"
"Trieste"	"IT32006"	45.6494216918945	13.7684097290039	2013	"RCO"	85.298821852742	296052.007	111685.8125	"15814"	"204267"	208136	"it"	"it"	208136	208136	208136	"it"
"Trieste"	"IT32006"	45.6494216918945	13.7684097290039	2016	"RCO"	85.298821852742	330696.547	103388.4609375	"15814"	"204267"	208136	"it"	"it"	208136	208136	208136	"it"
"Trieste"	"IT32006"	45.6494216918945	13.7684097290039	2016	"TRO_noRES"	85.298821852742	243840.753	78498.7578125	"15814"	"204267"	208136	"it"	"it"	208136	208136	208136	"it"
"Piacenza"	"IT33032"	45.0537986755371	9.69513988494873	2018	"TRO_noRES"	117.553576751788	282415.319	133810.484375	"12586"	"103942"	103942	"it"	"it"	103942	103942	103942	"it"
"Piacenza"	"IT33032"	45.0537986755371	9.69513988494873	2018	"RCO"	117.553576751788	167414.485	100744.9296875	"12586"	"103942"	103942	"it"	"it"	103942	103942	103942	"it"
"Parma"	"IT34027"	44.8013916015625	10.3283195495605	2004	"TRO_noRES"	260.485979597917	325747.546	239207.828125	"16935"	"196518"	186000	"it"	"it"	186000	186000	186000	"it"
"Parma"	"IT34027"	44.8013916015625	10.3283195495605	2004	"RCO"	260.485979597917	343867.531	228533.59375	"16935"	"196518"	186000	"it"	"it"	186000	186000	186000	"it"
"Parma"	"IT34027"	44.8013916015625	10.3283195495605	2010	"RCO"	260.485979597917	277029.291	284245.71875	"16935"	"196518"	186000	"it"	"it"	186000	186000	186000	"it"
"Parma"	"IT34027"	44.8013916015625	10.3283195495605	2010	"TRO_noRES"	260.485979597917	305912.126	216787.71875	"16935"	"196518"	186000	"it"	"it"	186000	186000	186000	"it"
"Parma"	"IT34027"	44.8013916015625	10.3283195495605	2017	"RCO"	260.485979597917	267479.1024264	245225.125	"16935"	"196518"	186000	"it"	"it"	186000	186000	186000	"it"
"Parma"	"IT34027"	44.8013916015625	10.3283195495605	2017	"TRO_noRES"	260.485979597917	245000.782674	197243.640625	"16935"	"196518"	186000	"it"	"it"	186000	186000	186000	"it"
"Carpi"	"IT36005"	44.7799987792969	10.8800001144409	2017	"TRO_noRES"	131.697224102549	100745.12857	78499.9765625	"14543"	"71836"	71060	"it"	"it"	71060	71060	71060	"it"
"Carpi"	"IT36005"	44.7799987792969	10.8800001144409	2017	"RCO"	131.697224102549	86317.44618	85434.8828125	"14543"	"71836"	71060	"it"	"it"	71060	71060	71060	"it"
"Modena"	"IT36023"	44.6459999084473	10.9260997772217	2009	"TRO_noRES"	182.261027774592	362022.195	193079.765625	"11834"	"186307"	183114	"it"	"it"	183114	183114	183114	"it"
"Modena"	"IT36023"	44.6459999084473	10.9260997772217	2009	"RCO"	182.261027774592	291434.894	290063.3125	"11834"	"186307"	183114	"it"	"it"	183114	183114	183114	"it"
"Modena"	"IT36023"	44.6459999084473	10.9260997772217	2015	"RCO"	182.261027774592	280507.625	253934.296875	"11834"	"186307"	183114	"it"	"it"	183114	183114	183114	"it"
"Modena"	"IT36023"	44.6459999084473	10.9260997772217	2015	"TRO_noRES"	182.261027774592	303837.615	182318.921875	"11834"	"186307"	183114	"it"	"it"	183114	183114	183114	"it"
"Modena"	"IT36023"	44.6459999084473	10.9260997772217	2018	"RCO"	182.261027774592	272126.118	253602.0625	"11834"	"186307"	183114	"it"	"it"	183114	183114	183114	"it"
"Modena"	"IT36023"	44.6459999084473	10.9260997772217	2018	"TRO_noRES"	182.261027774592	287830.083	177619.15625	"11834"	"186307"	183114	"it"	"it"	183114	183114	183114	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2005	"RCO"	140.393526944484	796331.38056	344247.3125	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2005	"TRO_noRES"	140.393526944484	496601.89907	176574.6875	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2007	"TRO_noRES"	140.393526944484	499832.04802	177860.578125	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2007	"RCO"	140.393526944484	787376.1149	306964.84375	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2009	"TRO_noRES"	140.393526944484	438376.88967	164843.578125	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2009	"RCO"	140.393526944484	737101.22243	317003.21875	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2011	"TRO_noRES"	140.393526944484	395566.03768	161401.6875	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2011	"RCO"	140.393526944484	736576.03148	295565	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2013	"RCO"	140.393526944484	733152.23057	298737.15625	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2013	"TRO_noRES"	140.393526944484	334784.4919	149922.640625	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2015	"RCO"	140.393526944484	671619.31659	277429.4375	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2015	"TRO_noRES"	140.393526944484	337218.32873	154961.359375	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2017	"TRO_noRES"	140.393526944484	324623.20675	145799.953125	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2017	"RCO"	140.393526944484	674378.46851	278417.90625	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2018	"RCO"	140.393526944484	701072.79767	277089.15625	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Bologna"	"IT37006"	44.4938011169434	11.342399597168	2018	"TRO_noRES"	140.393526944484	319281.03435	151059.765625	"11963"	"390636"	374561	"it"	"it"	374561	374561	374561	"it"
"Forlì"	"IT40012"	44.2224998474121	12.0403003692627	2000	"RCO"	227.507181177572	208523.59319	148084.78125	"13637"	"117798"	117928	"it"	"it"	117928	117928	117928	"it"
"Forlì"	"IT40012"	44.2224998474121	12.0403003692627	2000	"TRO_noRES"	227.507181177572	197395.41985	173521.546875	"13637"	"117798"	117928	"it"	"it"	117928	117928	117928	"it"
"Forlì"	"IT40012"	44.2224998474121	12.0403003692627	2013	"RCO"	227.507181177572	207741.411	189871.15625	"13637"	"117798"	117928	"it"	"it"	117928	117928	117928	"it"
"Forlì"	"IT40012"	44.2224998474121	12.0403003692627	2013	"TRO_noRES"	227.507181177572	197394.92	155805.3125	"13637"	"117798"	117928	"it"	"it"	117928	117928	117928	"it"
"Cuneo"	"IT4078"	44.2352981567383	7.32439994812012	2006	"TRO_noRES"	119.818109671582	126456.754	82484.1796875	"19219"	"56144"	56139	"it"	"it"	56139	56139	56139	"it"
"Cuneo"	"IT4078"	44.2352981567383	7.32439994812012	2006	"RCO"	119.818109671582	127687.463	62000.13671875	"19219"	"56144"	56139	"it"	"it"	56139	56139	56139	"it"
"Cuneo"	"IT4078"	44.2352981567383	7.32439994812012	2017	"TRO_noRES"	119.818109671582	87166.227	66718.4609375	"19219"	"56144"	56139	"it"	"it"	56139	56139	56139	"it"
"Cuneo"	"IT4078"	44.2352981567383	7.32439994812012	2017	"RCO"	119.818109671582	92619.048	65970.40625	"19219"	"56144"	56139	"it"	"it"	56139	56139	56139	"it"
"Pesaro"	"IT41044"	43.9101295471191	12.9130201339722	2005	"TRO_noRES"	126.835401599726	240236.908284	79938.515625	"15163"	"94969"	94926	"it"	"it"	94926	94926	94926	"it"
"Pesaro"	"IT41044"	43.9101295471191	12.9130201339722	2005	"RCO"	126.835401599726	182685.991742	69138.1171875	"15163"	"94969"	94926	"it"	"it"	94926	94926	94926	"it"
"Pesaro"	"IT41044"	43.9101295471191	12.9130201339722	2010	"RCO"	126.835401599726	177724.437875	80675.765625	"15163"	"94969"	94926	"it"	"it"	94926	94926	94926	"it"
"Pesaro"	"IT41044"	43.9101295471191	12.9130201339722	2010	"TRO_noRES"	126.835401599726	224980.949316	73689.765625	"15163"	"94969"	94926	"it"	"it"	94926	94926	94926	"it"
"Pesaro"	"IT41044"	43.9101295471191	12.9130201339722	2016	"RCO"	126.835401599726	151879.856	68830.5078125	"15163"	"94969"	94926	"it"	"it"	94926	94926	94926	"it"
"Pesaro"	"IT41044"	43.9101295471191	12.9130201339722	2016	"TRO_noRES"	126.835401599726	142868.3202	67625.2578125	"15163"	"94969"	94926	"it"	"it"	94926	94926	94926	"it"
"Ancona"	"IT42002"	43.6162986755371	13.5186004638672	2005	"RCO"	124.807205044827	171024.543176	58452.1015625	"11818"	"101043"	100507	"it"	"it"	100507	100507	100507	"it"
"Ancona"	"IT42002"	43.6162986755371	13.5186004638672	2005	"TRO_noRES"	124.807205044827	253777.446096	87460.3203125	"11818"	"101043"	100507	"it"	"it"	100507	100507	100507	"it"
"Ancona"	"IT42002"	43.6162986755371	13.5186004638672	2010	"RCO"	124.807205044827	152520.098981	63145.046875	"11818"	"101043"	100507	"it"	"it"	100507	100507	100507	"it"
"Ancona"	"IT42002"	43.6162986755371	13.5186004638672	2010	"TRO_noRES"	124.807205044827	228535.38024	80610.8515625	"11818"	"101043"	100507	"it"	"it"	100507	100507	100507	"it"
"Ancona"	"IT42002"	43.6162986755371	13.5186004638672	2016	"TRO_noRES"	124.807205044827	162098.5173	73708.5859375	"11818"	"101043"	100507	"it"	"it"	100507	100507	100507	"it"
"Ancona"	"IT42002"	43.6162986755371	13.5186004638672	2016	"RCO"	124.807205044827	168152.35495	54038.671875	"11818"	"101043"	100507	"it"	"it"	100507	100507	100507	"it"
"Ascoli Piceno"	"IT44007"	42.853588104248	13.5771999359131	2005	"TRO_noRES"	157.21686735151	124386.3824908	80625.2890625	"15003"	"48169"	51203	"it"	"it"	51203	51203	51203	"it"
"Ascoli Piceno"	"IT44007"	42.853588104248	13.5771999359131	2005	"RCO"	157.21686735151	99461.2060264	78095.5078125	"15003"	"48169"	51203	"it"	"it"	51203	51203	51203	"it"
