"organisation_name"	"LAU_comb"	"organisation_latitude"	"organisation_longitude"	"year"	"sector"	"polygon_area"	"CoM_emis"	"EDGAR_emis"	"organisation_id"	"lau_population_2019_elab"	"population_adhesion"	"country_code.x"	"country_code.y"	"population"	"population2"	"population3"	"country"
"Ioannina"	"EL18080603,EL18080404,EL18080309,EL18080308,EL18080305,EL18080303,EL18080302,EL18080301,EL18080210,EL18080207,EL18080205,EL18080204,EL18080203,EL18080108,EL18080107,EL18080104,EL18080101,EL18070206,EL18070205,EL18070204,EL18070203,EL18070202,EL18070201,EL18070104,EL18060118,EL18060114,EL18050520,EL18050517,EL18050516,EL18050515,EL18050514,EL18050513,EL18050508,EL18050507,EL18050506,EL18050503,EL18050501,EL18050405,EL18050404,EL18050403,EL18050402,EL18050401,EL18050307,EL18050306,EL18050305,EL18050304,EL18050303,EL18050302,EL18050301,EL18050207,EL18050206,EL18050205,EL18050204,EL18050203,EL18050202,EL18050201,EL18050117,EL18050116,EL18050115,EL18050114,EL18050113,EL18050112,EL18050111,EL18050110,EL18050109,EL18050108,EL18050107,EL18050106,EL18050105,EL18050104,EL18050103,EL18050102,EL18050101,EL18040512,EL18040511,EL18040510,EL18040509,EL18040507,EL18040506,EL18040505,EL18040502,EL18040501,EL18040214,EL18040213,EL18040212,EL18040211,EL18040210,EL18040209,EL18040208,EL18040207,EL18040206,EL18040205,EL18040204,EL18040203,EL18040202,EL18040201,EL18040115,EL18040114,EL18040113,EL18040112,EL18040111,EL18040110,EL18040109,EL18040108,EL18040107,EL18040106,EL18040105,EL18040104,EL18040103,EL18040102,EL18040101,EL18030415,EL18030414,EL18030413,EL18030411,EL18030410,EL18030409,EL18030407,EL18030406,EL18030404,EL18030403,EL18030401,EL18030310,EL18030305,EL18030304,EL18030301,EL18030209,EL18030208,EL18030207,EL18030206,EL18030205,EL18030204,EL18030203,EL18030202,EL18030201,EL18030118,EL18030117,EL18030116,EL18030115,EL18030114,EL18030113,EL18030112,EL18030111,EL18030110,EL18030109,EL18030108,EL18030107,EL18030106,EL18030105,EL18030104,EL18030103,EL18030102,EL18030101,EL18020708,EL18020707,EL18020706,EL18020705,EL18020704,EL18020703,EL18020702,EL18020701,EL18020601,EL18020409,EL18020408,EL18020407,EL18020406,EL18020405,EL18020404,EL18020403,EL18020402,EL18020401,EL18020201,EL18020103,EL18020102,EL18010609,EL18010608,EL18010607,EL18010606,EL18010605,EL18010604,EL18010603,EL18010602,EL18010601,EL18010514,EL18010513,EL18010512,EL18010511,EL18010510,EL18010509,EL18010508,EL18010507,EL18010506,EL18010505,EL18010504,EL18010503,EL18010502,EL18010501,EL18010401,EL18010307,EL18010306,EL18010305,EL18010304,EL18010303,EL18010302,EL18010301,EL18010203,EL18010202,EL18010201,EL18010105,EL18010104,EL18010103,EL18010102,EL18010101"	39.6650009155273	20.8537006378174	2014	"TRO_noRES"	2690.48500414465	177824.927696	300219.15625	"19411"	"147512"	112486	"gr"	"gr"	112486	112486	112486	"gr"
"Drama"	"EL2010202,EL2010201,EL2010113,EL2010112,EL2010111,EL2010110,EL2010109,EL2010108,EL2010107,EL2010106,EL2010105,EL2010104,EL2010103,EL2010102,EL2010101"	41.1446189880371	24.1523303985596	2012	"TRO_noRES"	839.73089121389	42560.97	56355.5234375	"15581"	"58944"	58944	"gr"	"gr"	58944	58944	58944	"gr"
"Drama"	"EL2010202,EL2010201,EL2010113,EL2010112,EL2010111,EL2010110,EL2010109,EL2010108,EL2010107,EL2010106,EL2010105,EL2010104,EL2010103,EL2010102,EL2010101"	41.1446189880371	24.1523303985596	2012	"RCO"	839.73089121389	73823.778	77348.0546875	"15581"	"58944"	58944	"gr"	"gr"	58944	58944	58944	"gr"
"Drama"	"EL2010202,EL2010201,EL2010113,EL2010112,EL2010111,EL2010110,EL2010109,EL2010108,EL2010107,EL2010106,EL2010105,EL2010104,EL2010103,EL2010102,EL2010101"	41.1446189880371	24.1523303985596	2016	"RCO"	839.73089121389	70654.023	57304.13671875	"15581"	"58944"	58944	"gr"	"gr"	58944	58944	58944	"gr"
"Drama"	"EL2010202,EL2010201,EL2010113,EL2010112,EL2010111,EL2010110,EL2010109,EL2010108,EL2010107,EL2010106,EL2010105,EL2010104,EL2010103,EL2010102,EL2010101"	41.1446189880371	24.1523303985596	2016	"TRO_noRES"	839.73089121389	39650.622	57576.83203125	"15581"	"58944"	58944	"gr"	"gr"	58944	58944	58944	"gr"
"Larissa"	"EL22010307,EL22010306,EL22010305,EL22010304,EL22010303,EL22010302,EL22010301,EL22010202,EL22010201,EL22010105,EL22010100"	39.6377983093262	22.4151000976563	2017	"RCO"	337.469601784941	90389.86325	79591.1328125	"13917"	"162591"	162591	"gr"	"gr"	162591	162591	162591	"gr"
"Larissa"	"EL22010307,EL22010306,EL22010305,EL22010304,EL22010303,EL22010302,EL22010301,EL22010202,EL22010201,EL22010105,EL22010100"	39.6377983093262	22.4151000976563	2017	"TRO_noRES"	337.469601784941	86435.32749	89252.5	"13917"	"162591"	162591	"gr"	"gr"	162591	162591	162591	"gr"
"Trikala"	"EL26010101"	39.5528984069824	21.7665996551514	2005	"RCO"	70.2275075018882	1012.1193	54652.19921875	"11812"	"62154"	51862	"gr"	"gr"	51862	51862	51862	"gr"
"Trikala"	"EL26010101"	39.5528984069824	21.7665996551514	2005	"TRO_noRES"	70.2275075018882	19457.8	44696.875	"11812"	"62154"	51862	"gr"	"gr"	51862	51862	51862	"gr"
"Alexandroupolis"	"EL3010307,EL3010306,EL3010305,EL3010304,EL3010303,EL3010302,EL3010301,EL3010204,EL3010203,EL3010202,EL3010201,EL3010106,EL3010105,EL3010104,EL3010103,EL3010102,EL3010101"	40.845401763916	25.8745594024658	2011	"TRO_noRES"	1216.67835927749	122518.434	181308.6875	"14956"	"72959"	72750	"gr"	"gr"	72750	72750	72750	"gr"
"Alexandroupolis"	"EL3010307,EL3010306,EL3010305,EL3010304,EL3010303,EL3010302,EL3010301,EL3010204,EL3010203,EL3010202,EL3010201,EL3010106,EL3010105,EL3010104,EL3010103,EL3010102,EL3010101"	40.845401763916	25.8745594024658	2011	"RCO"	1216.67835927749	41649.597	74223.3671875	"14956"	"72959"	72750	"gr"	"gr"	72750	72750	72750	"gr"
"Alexandroupolis"	"EL3010307,EL3010306,EL3010305,EL3010304,EL3010303,EL3010302,EL3010301,EL3010204,EL3010203,EL3010202,EL3010201,EL3010106,EL3010105,EL3010104,EL3010103,EL3010102,EL3010101"	40.845401763916	25.8745594024658	2013	"TRO_noRES"	1216.67835927749	108180.162	153763.625	"14956"	"72959"	72750	"gr"	"gr"	72750	72750	72750	"gr"
"Alexandroupolis"	"EL3010307,EL3010306,EL3010305,EL3010304,EL3010303,EL3010302,EL3010301,EL3010204,EL3010203,EL3010202,EL3010201,EL3010106,EL3010105,EL3010104,EL3010103,EL3010102,EL3010101"	40.845401763916	25.8745594024658	2013	"RCO"	1216.67835927749	62149.702	48800.3046875	"14956"	"72959"	72750	"gr"	"gr"	72750	72750	72750	"gr"
"Patras"	"EL37050126,EL37040303,EL37040301,EL37040116,EL37040115,EL37040114,EL37040113,EL37040112,EL37040111,EL37040108,EL37040106,EL37040105,EL37040104,EL37040103,EL37040102,EL37040101,EL37030406,EL37030404,EL37030403,EL37030402,EL37030401,EL37030106,EL37030105,EL37030104,EL37030103,EL37030102,EL37010512,EL37010511,EL37010510,EL37010509,EL37010508,EL37010507,EL37010506,EL37010505,EL37010504,EL37010503,EL37010502,EL37010501,EL37010403,EL37010402,EL37010401,EL37010307,EL37010306,EL37010305,EL37010304,EL37010303,EL37010302,EL37010301,EL37010205,EL37010204,EL37010203,EL37010202,EL37010201,EL37010111,EL37010110,EL37010109,EL37010100"	38.2444000244141	21.7413005828857	2009	"RCO"	649.191915558781	141806.846	144751.5625	"11809"	"223357"	212215	"gr"	"gr"	212215	212215	212215	"gr"
"Patras"	"EL37050126,EL37040303,EL37040301,EL37040116,EL37040115,EL37040114,EL37040113,EL37040112,EL37040111,EL37040108,EL37040106,EL37040105,EL37040104,EL37040103,EL37040102,EL37040101,EL37030406,EL37030404,EL37030403,EL37030402,EL37030401,EL37030106,EL37030105,EL37030104,EL37030103,EL37030102,EL37010512,EL37010511,EL37010510,EL37010509,EL37010508,EL37010507,EL37010506,EL37010505,EL37010504,EL37010503,EL37010502,EL37010501,EL37010403,EL37010402,EL37010401,EL37010307,EL37010306,EL37010305,EL37010304,EL37010303,EL37010302,EL37010301,EL37010205,EL37010204,EL37010203,EL37010202,EL37010201,EL37010111,EL37010110,EL37010109,EL37010100"	38.2444000244141	21.7413005828857	2009	"TRO_noRES"	649.191915558781	204770.468	226383.828125	"11809"	"223357"	212215	"gr"	"gr"	212215	212215	212215	"gr"
"AGRINIO"	"EL38031008,EL38031007,EL38031006,EL38031005,EL38031004,EL38031003,EL38031002,EL38031001,EL38030910,EL38030909,EL38030908,EL38030907,EL38030906,EL38030905,EL38030904,EL38030903,EL38030902,EL38030901,EL38030810,EL38030809,EL38030808,EL38030807,EL38030806,EL38030805,EL38030804,EL38030803,EL38030802,EL38030801,EL38030706,EL38030705,EL38030704,EL38030703,EL38030702,EL38030701,EL38030604,EL38030603,EL38030602,EL38030601,EL38030510,EL38030509,EL38030508,EL38030507,EL38030506,EL38030505,EL38030504,EL38030503,EL38030502,EL38030501,EL38030404,EL38030403,EL38030402,EL38030401,EL38030306,EL38030305,EL38030304,EL38030303,EL38030302,EL38030301,EL38030203,EL38030202,EL38030201,EL38030107,EL38030106,EL38030105,EL38030104,EL38030103,EL38030102,EL38030101"	38.6237716674805	21.4095897674561	2016	"RCO"	1231.52626767497	64935.201	85408.2578125	"19501"	"94181"	92608	"gr"	"gr"	92608	92608	92608	"gr"
"AGRINIO"	"EL38031008,EL38031007,EL38031006,EL38031005,EL38031004,EL38031003,EL38031002,EL38031001,EL38030910,EL38030909,EL38030908,EL38030907,EL38030906,EL38030905,EL38030904,EL38030903,EL38030902,EL38030901,EL38030810,EL38030809,EL38030808,EL38030807,EL38030806,EL38030805,EL38030804,EL38030803,EL38030802,EL38030801,EL38030706,EL38030705,EL38030704,EL38030703,EL38030702,EL38030701,EL38030604,EL38030603,EL38030602,EL38030601,EL38030510,EL38030509,EL38030508,EL38030507,EL38030506,EL38030505,EL38030504,EL38030503,EL38030502,EL38030501,EL38030404,EL38030403,EL38030402,EL38030401,EL38030306,EL38030305,EL38030304,EL38030303,EL38030302,EL38030301,EL38030203,EL38030202,EL38030201,EL38030107,EL38030106,EL38030105,EL38030104,EL38030103,EL38030102,EL38030101"	38.6237716674805	21.4095897674561	2016	"TRO_noRES"	1231.52626767497	145189.539	129759.6796875	"19501"	"94181"	92608	"gr"	"gr"	92608	92608	92608	"gr"
"Korinthos"	"EL42010506,EL42010505,EL42010504,EL42010503,EL42010502,EL42010501,EL42010403,EL42010402,EL42010401,EL42010304,EL42010303,EL42010302,EL42010301,EL42010204,EL42010203,EL42010202,EL42010201,EL42010105,EL42010104,EL42010103,EL42010102,EL42010101"	37.9385795593262	22.9320297241211	2011	"TRO_noRES"	612.901467717177	83980.899	84440.640625	"15660"	"58192"	60200	"gr"	"gr"	60200	60200	60200	"gr"
"Korinthos"	"EL42010506,EL42010505,EL42010504,EL42010503,EL42010502,EL42010501,EL42010403,EL42010402,EL42010401,EL42010304,EL42010303,EL42010302,EL42010301,EL42010204,EL42010203,EL42010202,EL42010201,EL42010105,EL42010104,EL42010103,EL42010102,EL42010101"	37.9385795593262	22.9320297241211	2011	"RCO"	612.901467717177	59306.307	54243.52734375	"15660"	"58192"	60200	"gr"	"gr"	60200	60200	60200	"gr"
"Galatsi"	"EL45030000"	38.0134010314941	23.7491798400879	2015	"TRO_noRES"	4.38121709301191	9913.81831	13336.0146484375	"19438"	"59345"	59345	"gr"	"gr"	59345	59345	59345	"gr"
"Galatsi"	"EL45030000"	38.0134010314941	23.7491798400879	2015	"RCO"	4.38121709301191	26751.21659	25928.8125	"19438"	"59345"	59345	"gr"	"gr"	59345	59345	59345	"gr"
"Ilioupolis"	"EL45060000"	37.9323997497559	23.7584991455078	2009	"RCO"	12.5513118546458	44532.77	99646.1953125	"14162"	"78153"	75904	"gr"	"gr"	75904	75904	75904	"gr"
"Ilioupolis"	"EL45060000"	37.9323997497559	23.7584991455078	2009	"TRO_noRES"	12.5513118546458	123568.515	41585.6875	"14162"	"78153"	75904	"gr"	"gr"	75904	75904	75904	"gr"
"Ilioupolis"	"EL45060000"	37.9323997497559	23.7584991455078	2015	"RCO"	12.5513118546458	33167.93799	80986.828125	"14162"	"78153"	75904	"gr"	"gr"	75904	75904	75904	"gr"
"Ilioupolis"	"EL45060000"	37.9323997497559	23.7584991455078	2015	"TRO_noRES"	12.5513118546458	90776.82204	28758.41015625	"14162"	"78153"	75904	"gr"	"gr"	75904	75904	75904	"gr"
"Amaroussion"	"EL46010000"	38.051570892334	23.7990493774414	2010	"TRO_noRES"	13.8505121548395	120573.467896	40595.921875	"13972"	"72333"	72480	"gr"	"gr"	72480	72480	72480	"gr"
"Amaroussion"	"EL46010000"	38.051570892334	23.7990493774414	2010	"RCO"	13.8505121548395	89884.83509	57374.05859375	"13972"	"72333"	72480	"gr"	"gr"	72480	72480	72480	"gr"
"AGIA PARASKEVI"	"EL46020000"	38.0080604553223	23.8264198303223	2014	"TRO_noRES"	8.48949968828806	27793.07481	13528.12890625	"18746"	"59704"	59704	"gr"	"gr"	59704	59704	59704	"gr"
"AGIA PARASKEVI"	"EL46020000"	38.0080604553223	23.8264198303223	2014	"RCO"	8.48949968828806	68698.41521	13385.65234375	"18746"	"59704"	59704	"gr"	"gr"	59704	59704	59704	"gr"
"Kifissia"	"EL46050301,EL46050201,EL46050101"	38.0800018310547	23.8199996948242	2015	"RCO"	35.7180026001671	57961.173	94300.65625	"19029"	"71259"	70986	"gr"	"gr"	70986	70986	70986	"gr"
"Kifissia"	"EL46050301,EL46050201,EL46050101"	38.0800018310547	23.8199996948242	2015	"TRO_noRES"	35.7180026001671	121436.01	62154.32421875	"19029"	"71259"	70986	"gr"	"gr"	70986	70986	70986	"gr"
"Nea Ionia"	"EL46080000"	38.0407295227051	23.7558498382568	2013	"TRO_noRES"	4.18626426257948	91966.0449	12859.58984375	"15366"	"67134"	66017	"gr"	"gr"	66017	66017	66017	"gr"
"Nea Ionia"	"EL46080000"	38.0407295227051	23.7558498382568	2013	"RCO"	4.18626426257948	52595.3248	18793.65234375	"15366"	"67134"	66017	"gr"	"gr"	66017	66017	66017	"gr"
"Egaleo"	"EL47040000"	37.9903984069824	23.683500289917	2005	"RCO"	6.22654043888574	78453.945	40531.67578125	"11800"	"69946"	69946	"gr"	"gr"	69946	69946	69946	"gr"
"Egaleo"	"EL47040000"	37.9903984069824	23.683500289917	2005	"TRO_noRES"	6.22654043888574	96216.231	13551.583984375	"11800"	"69946"	69946	"gr"	"gr"	69946	69946	69946	"gr"
"Ilion"	"EL47050000"	38.0303001403809	23.7103996276855	2008	"RCO"	8.04893236674479	51134.22	54774.12890625	"12804"	"84793"	78122	"gr"	"gr"	78122	78122	78122	"gr"
"Ilion"	"EL47050000"	38.0303001403809	23.7103996276855	2008	"TRO_noRES"	8.04893236674479	128223.792	27872.25	"12804"	"84793"	78122	"gr"	"gr"	78122	78122	78122	"gr"
"Agios Dimitrios"	"EL48020000"	37.9366989135742	23.7332000732422	2009	"TRO_noRES"	4.75732663857403	115600.351	16250.99609375	"12776"	"71294"	70000	"gr"	"gr"	70000	70000	70000	"gr"
"Agios Dimitrios"	"EL48020000"	37.9366989135742	23.7332000732422	2009	"RCO"	4.75732663857403	58931.574	39669.703125	"12776"	"71294"	70000	"gr"	"gr"	70000	70000	70000	"gr"
"Agios Dimitrios"	"EL48020000"	37.9366989135742	23.7332000732422	2015	"TRO_noRES"	4.75732663857403	196465.466719	11237.3037109375	"12776"	"71294"	70000	"gr"	"gr"	70000	70000	70000	"gr"
"Agios Dimitrios"	"EL48020000"	37.9366989135742	23.7332000732422	2015	"RCO"	4.75732663857403	31945.707839	32233.431640625	"12776"	"71294"	70000	"gr"	"gr"	70000	70000	70000	"gr"
"GLYFADA"	"EL48040000"	37.8650398254395	23.7550392150879	2014	"RCO"	25.3854544252189	26598.576	34292.98828125	"17958"	"87305"	86000	"gr"	"gr"	86000	86000	86000	"gr"
"GLYFADA"	"EL48040000"	37.8650398254395	23.7550392150879	2014	"TRO_noRES"	25.3854544252189	114690.381	24334.41796875	"17958"	"87305"	86000	"gr"	"gr"	86000	86000	86000	"gr"
"GLYFADA"	"EL48040000"	37.8650398254395	23.7550392150879	2015	"TRO_noRES"	25.3854544252189	114690.381	24435.375	"17958"	"87305"	86000	"gr"	"gr"	86000	86000	86000	"gr"
"GLYFADA"	"EL48040000"	37.8650398254395	23.7550392150879	2015	"RCO"	25.3854544252189	26598.576	45197.73046875	"17958"	"87305"	86000	"gr"	"gr"	86000	86000	86000	"gr"
"Nea Smyrni"	"EL48070000"	37.942440032959	23.7147197723389	2012	"RCO"	3.60204524567652	39783.248	30750.0859375	"14974"	"73076"	71430	"gr"	"gr"	71430	71430	71430	"gr"
"Nea Smyrni"	"EL48070000"	37.942440032959	23.7147197723389	2012	"TRO_noRES"	3.60204524567652	136062.078	8549.205078125	"14974"	"73076"	71430	"gr"	"gr"	71430	71430	71430	"gr"
"Nea Smyrni"	"EL48070000"	37.942440032959	23.7147197723389	2013	"RCO"	3.60204524567652	39773.382	18738.982421875	"14974"	"73076"	71430	"gr"	"gr"	71430	71430	71430	"gr"
"Nea Smyrni"	"EL48070000"	37.942440032959	23.7147197723389	2013	"TRO_noRES"	3.60204524567652	133750.401	8590.3046875	"14974"	"73076"	71430	"gr"	"gr"	71430	71430	71430	"gr"
"Nea Smyrni"	"EL48070000"	37.942440032959	23.7147197723389	2014	"TRO_noRES"	3.60204524567652	133831.201	8483.4150390625	"14974"	"73076"	71430	"gr"	"gr"	71430	71430	71430	"gr"
"Nea Smyrni"	"EL48070000"	37.942440032959	23.7147197723389	2014	"RCO"	3.60204524567652	39871.342	18281.40234375	"14974"	"73076"	71430	"gr"	"gr"	71430	71430	71430	"gr"
"Kavala"	"EL5010211,EL5010210,EL5010209,EL5010208,EL5010207,EL5010206,EL5010205,EL5010204,EL5010203,EL5010202,EL5010201,EL5010103,EL5010102,EL5010101"	40.9365005493164	24.4094791412354	2011	"TRO_noRES"	358.066068312386	115534.812	57969.99609375	"13952"	"70501"	63774	"gr"	"gr"	63774	63774	63774	"gr"
"Kavala"	"EL5010211,EL5010210,EL5010209,EL5010208,EL5010207,EL5010206,EL5010205,EL5010204,EL5010203,EL5010202,EL5010201,EL5010103,EL5010102,EL5010101"	40.9365005493164	24.4094791412354	2011	"RCO"	358.066068312386	61285.044	60462.94140625	"13952"	"70501"	63774	"gr"	"gr"	63774	63774	63774	"gr"
"Kavala"	"EL5010211,EL5010210,EL5010209,EL5010208,EL5010207,EL5010206,EL5010205,EL5010204,EL5010203,EL5010202,EL5010201,EL5010103,EL5010102,EL5010101"	40.9365005493164	24.4094791412354	2015	"TRO_noRES"	358.066068312386	108403.887	49215.21484375	"13952"	"70501"	63774	"gr"	"gr"	63774	63774	63774	"gr"
"Kavala"	"EL5010211,EL5010210,EL5010209,EL5010208,EL5010207,EL5010206,EL5010205,EL5010204,EL5010203,EL5010202,EL5010201,EL5010103,EL5010102,EL5010101"	40.9365005493164	24.4094791412354	2015	"RCO"	358.066068312386	56560.212	43687.296875	"13952"	"70501"	63774	"gr"	"gr"	63774	63774	63774	"gr"
"Piraeus"	"EL51010000"	37.9509010314941	23.6410999298096	2016	"TRO_noRES"	12.0326780555364	1655.978	20134.638671875	"14371"	"163688"	175697	"gr"	"gr"	175697	175697	175697	"gr"
"Piraeus"	"EL51010000"	37.9509010314941	23.6410999298096	2016	"RCO"	12.0326780555364	1187.653	45635.84765625	"14371"	"163688"	175697	"gr"	"gr"	175697	175697	175697	"gr"
"Thessaloniki"	"EL7010201,EL7010100"	40.6473007202148	22.9394493103027	2011	"TRO_noRES"	20.7613474095332	689249.181	40965.62109375	"14872"	"325182"	375000	"gr"	"gr"	375000	375000	375000	"gr"
"Thessaloniki"	"EL7010201,EL7010100"	40.6473007202148	22.9394493103027	2011	"RCO"	20.7613474095332	328366.764	118460.5078125	"14872"	"325182"	375000	"gr"	"gr"	375000	375000	375000	"gr"
"Ampelokipi - Menemeni"	"EL7020201,EL7020101"	40.6650810241699	22.8926696777344	2010	"RCO"	10.3094186366713	68978.79958	18635.4921875	"14215"	"52127"	52127	"gr"	"gr"	52127	52127	52127	"gr"
"Ampelokipi - Menemeni"	"EL7020201,EL7020101"	40.6650810241699	22.8926696777344	2010	"TRO_noRES"	10.3094186366713	14075.28414	15385.4033203125	"14215"	"52127"	52127	"gr"	"gr"	52127	52127	52127	"gr"
"Thermaikos"	"EL7050303,EL7050302,EL7050301,EL7050202,EL7050201,EL7050103,EL7050102,EL7050101"	40.5009918212891	22.9272899627686	2011	"RCO"	134.41724908956	87135.6102	35447.5078125	"14889"	"50264"	50100	"gr"	"gr"	50100	50100	50100	"gr"
"Thermaikos"	"EL7050303,EL7050302,EL7050301,EL7050202,EL7050201,EL7050103,EL7050102,EL7050101"	40.5009918212891	22.9272899627686	2011	"TRO_noRES"	134.41724908956	33485.34369	39969.62890625	"14889"	"50264"	50100	"gr"	"gr"	50100	50100	50100	"gr"
"Thermi"	"EL7060304,EL7060303,EL7060302,EL7060301,EL7060206,EL7060205,EL7060204,EL7060203,EL7060202,EL7060201,EL7060104,EL7060103,EL7060102,EL7060101"	40.5462989807129	23.0184993743896	2009	"RCO"	383.225237999878	89597.734	111173.0078125	"12038"	"53201"	53201	"gr"	"gr"	53201	53201	53201	"gr"
"Thermi"	"EL7060304,EL7060303,EL7060302,EL7060301,EL7060206,EL7060205,EL7060204,EL7060203,EL7060202,EL7060201,EL7060104,EL7060103,EL7060102,EL7060101"	40.5462989807129	23.0184993743896	2009	"TRO_noRES"	383.225237999878	139517.1165	149895.3125	"12038"	"53201"	53201	"gr"	"gr"	53201	53201	53201	"gr"
"Thermi"	"EL7060304,EL7060303,EL7060302,EL7060301,EL7060206,EL7060205,EL7060204,EL7060203,EL7060202,EL7060201,EL7060104,EL7060103,EL7060102,EL7060101"	40.5462989807129	23.0184993743896	2016	"TRO_noRES"	383.225237999878	86581.05	105350.3125	"12038"	"53201"	53201	"gr"	"gr"	53201	53201	53201	"gr"
"Thermi"	"EL7060304,EL7060303,EL7060302,EL7060301,EL7060206,EL7060205,EL7060204,EL7060203,EL7060202,EL7060201,EL7060104,EL7060103,EL7060102,EL7060101"	40.5462989807129	23.0184993743896	2016	"RCO"	383.225237999878	73601.279	86710.09375	"12038"	"53201"	53201	"gr"	"gr"	53201	53201	53201	"gr"
"Thermi"	"EL7060304,EL7060303,EL7060302,EL7060301,EL7060206,EL7060205,EL7060204,EL7060203,EL7060202,EL7060201,EL7060104,EL7060103,EL7060102,EL7060101"	40.5462989807129	23.0184993743896	2019	"RCO"	383.225237999878	38379.0176	81808.296875	"12038"	"53201"	53201	"gr"	"gr"	53201	53201	53201	"gr"
"Thermi"	"EL7060304,EL7060303,EL7060302,EL7060301,EL7060206,EL7060205,EL7060204,EL7060203,EL7060202,EL7060201,EL7060104,EL7060103,EL7060102,EL7060101"	40.5462989807129	23.0184993743896	2019	"TRO_noRES"	383.225237999878	69328.55025	105957.703125	"12038"	"53201"	53201	"gr"	"gr"	53201	53201	53201	"gr"
"Kalamaria"	"EL7070000"	40.583381652832	22.9492893218994	2010	"TRO_noRES"	7.0929844933793	26408.916	8207.41796875	"14292"	"91518"	93000	"gr"	"gr"	93000	93000	93000	"gr"
"Kalamaria"	"EL7070000"	40.583381652832	22.9492893218994	2010	"RCO"	7.0929844933793	149571.954	9923.654296875	"14292"	"91518"	93000	"gr"	"gr"	93000	93000	93000	"gr"
"Kalamaria"	"EL7070000"	40.583381652832	22.9492893218994	2017	"TRO_noRES"	7.0929844933793	16896.0699	6267.107421875	"14292"	"91518"	93000	"gr"	"gr"	93000	93000	93000	"gr"
"Kalamaria"	"EL7070000"	40.583381652832	22.9492893218994	2017	"RCO"	7.0929844933793	55800.076	8158.34423828125	"14292"	"91518"	93000	"gr"	"gr"	93000	93000	93000	"gr"
"Kordelio-Evosmos"	"EL7080201,EL7080101"	40.6678085327148	22.9108505249023	2010	"RCO"	13.1041088232022	128250.70666	39511.54296875	"16761"	"101753"	101010	"gr"	"gr"	101010	101010	101010	"gr"
"Kordelio-Evosmos"	"EL7080201,EL7080101"	40.6678085327148	22.9108505249023	2010	"TRO_noRES"	13.1041088232022	16499.98554	23730.5625	"16761"	"101753"	101010	"gr"	"gr"	101010	101010	101010	"gr"
"Neapolis-Sykies"	"EL7100401,EL7100301,EL7100201,EL7100101"	40.6537399291992	22.9465408325195	2010	"TRO_noRES"	12.6129922362455	18991.17	26758.845703125	"14272"	"84741"	86417	"gr"	"gr"	86417	86417	86417	"gr"
"Neapolis-Sykies"	"EL7100401,EL7100301,EL7100201,EL7100101"	40.6537399291992	22.9465408325195	2010	"RCO"	12.6129922362455	146462.398	56077.21875	"14272"	"84741"	86417	"gr"	"gr"	86417	86417	86417	"gr"
"Heraklion"	"EL71010503,EL71010502,EL71010501,EL71010404,EL71010403,EL71010402,EL71010401,EL71010302,EL71010301,EL71010206,EL71010205,EL71010204,EL71010203,EL71010202,EL71010201,EL71010106,EL71010105,EL71010104,EL71010103,EL71010102,EL71010100"	35.3397677364608	25.1339949667454	2011	"RCO"	245.145826613307	101230.66724	109020.8046875	"14087"	"173993"	173993	"gr"	"gr"	173993	173993	173993	"gr"
"Heraklion"	"EL71010503,EL71010502,EL71010501,EL71010404,EL71010403,EL71010402,EL71010401,EL71010302,EL71010301,EL71010206,EL71010205,EL71010204,EL71010203,EL71010202,EL71010201,EL71010106,EL71010105,EL71010104,EL71010103,EL71010102,EL71010100"	35.3397677364608	25.1339949667454	2011	"TRO_noRES"	245.145826613307	225730.8433188	54935.7578125	"14087"	"173993"	173993	"gr"	"gr"	173993	173993	173993	"gr"
"Pavlos Melas"	"EL7110301,EL7110201,EL7110101"	40.6623916625977	22.9350891113281	2010	"TRO_noRES"	24.0769740229213	28645.941	48133.984375	"14273"	"99245"	98870	"gr"	"gr"	98870	98870	98870	"gr"
"Pavlos Melas"	"EL7110301,EL7110201,EL7110101"	40.6623916625977	22.9350891113281	2010	"RCO"	24.0769740229213	165605.388	97096.5546875	"14273"	"99245"	98870	"gr"	"gr"	98870	98870	98870	"gr"
"PILEA-HORTIATIS"	"EL7120304,EL7120303,EL7120302,EL7120301,EL7120201,EL7120101"	40.6093788146973	23.1007804870605	2010	"RCO"	156.845817676717	141146.464	124315.671875	"14307"	"70110"	70210	"gr"	"gr"	70210	70210	70210	"gr"
"PILEA-HORTIATIS"	"EL7120304,EL7120303,EL7120302,EL7120301,EL7120201,EL7120101"	40.6093788146973	23.1007804870605	2010	"TRO_noRES"	156.845817676717	46941.175	80462.0390625	"14307"	"70110"	70210	"gr"	"gr"	70210	70210	70210	"gr"
"PILEA-HORTIATIS"	"EL7120304,EL7120303,EL7120302,EL7120301,EL7120201,EL7120101"	40.6093788146973	23.1007804870605	2016	"TRO_noRES"	156.845817676717	32498.099	62138.109375	"14307"	"70110"	70210	"gr"	"gr"	70210	70210	70210	"gr"
"PILEA-HORTIATIS"	"EL7120304,EL7120303,EL7120302,EL7120301,EL7120201,EL7120101"	40.6093788146973	23.1007804870605	2016	"RCO"	156.845817676717	72681.986	102984.296875	"14307"	"70110"	70210	"gr"	"gr"	70210	70210	70210	"gr"
